loss,mae,val_loss,val_mae,learning_rate
0.3194608986377716,0.3194608986377716,0.003026273800060153,0.003026273800060153,0.0003000000142492354
0.012845782563090324,0.012845782563090324,0.0017456134082749486,0.0017456134082749486,0.0003000000142492354
0.0056525347754359245,0.0056525347754359245,0.0017024407861754298,0.0017024407861754298,0.0003000000142492354
0.004057757090777159,0.004057757090777159,0.0016984884859994054,0.0016984884859994054,0.0003000000142492354
0.0032554424833506346,0.0032554424833506346,0.0016994416946545243,0.0016994416946545243,0.0003000000142492354
0.0029814564622938633,0.0029814564622938633,0.0016998698702082038,0.0016998698702082038,0.0003000000142492354
0.0026932484470307827,0.0026932484470307827,0.0017016484634950757,0.0017016484634950757,0.0003000000142492354
0.0026507587172091007,0.0026507587172091007,0.0017011602176353335,0.0017011602176353335,0.0003000000142492354
0.0025078316684812307,0.0025078316684812307,0.0017030623275786638,0.0017030623275786638,0.0003000000142492354
0.0026102170813828707,0.0026102170813828707,0.001698803505860269,0.001698803505860269,0.0001500000071246177
0.0024855867959558964,0.0024855867959558964,0.0016987575218081474,0.0016987575218081474,0.0001500000071246177
0.002412171568721533,0.002412171568721533,0.001699158106930554,0.001699158106930554,0.0001500000071246177
0.002434037160128355,0.002434037160128355,0.001699176849797368,0.001699176849797368,0.0001500000071246177
0.0024111459497362375,0.0024111459497362375,0.0016995711484923959,0.0016995711484923959,0.0001500000071246177
0.0023980571422725916,0.0023980571422725916,0.0016994811594486237,0.0016994811594486237,0.0001500000071246177
0.0023953798227012157,0.0023953798227012157,0.0016993917524814606,0.0016993917524814606,0.0001500000071246177
0.002363720443099737,0.002363720443099737,0.0016986823175102472,0.0016986823175102472,7.500000356230885e-05
0.002500904258340597,0.002500904258340597,0.0016991214361041784,0.0016991214361041784,7.500000356230885e-05
0.0023197198752313852,0.0023197198752313852,0.0016988386632874608,0.0016988386632874608,7.500000356230885e-05
0.002343024592846632,0.002343024592846632,0.0016990565927699208,0.0016990565927699208,7.500000356230885e-05
0.0024034129455685616,0.0024034129455685616,0.0016991597367450595,0.0016991597367450595,7.500000356230885e-05
0.0023221741430461407,0.0023221741430461407,0.0016986775444820523,0.0016986775444820523,7.500000356230885e-05
