Date,total_volume,total_dollar,valid_close_assets,valid_volume_assets
1989-09-25,63638230,232834012.9638512,23,23
1989-09-26,74162286,311495983.04804885,23,23
1989-09-27,93684738,475833981.89466107,23,23
1989-09-28,112730073,448473608.66905487,23,23
1989-09-29,86055078,340901922.39985657,23,23
1989-10-02,71380642,303041887.86952925,23,23
1989-10-03,127983226,535266864.4376681,23,23
1989-10-04,115904057,521817919.61680317,23,23
1989-10-05,93885511,374202102.6309825,23,23
1989-10-06,95047204,369645141.46768427,23,23
1989-10-09,53163710,230073888.70460153,23,23
1989-10-10,82587064,328674255.15140235,23,23
1989-10-11,83880693,354820224.8798064,23,23
1989-10-12,71572964,314510143.8988081,23,23
1989-10-13,129295328,533882754.4844805,23,23
1989-10-16,253993628,1072657813.1358798,23,23
1989-10-17,125147386,543165071.2810028,23,23
1989-10-18,87285053,347391240.8422072,23,23
1989-10-19,101899862,416980865.4420146,23,23
1989-10-20,118645211,476340722.14320326,23,23
1989-10-23,71538559,321087632.2292861,23,23
1989-10-24,156823855,617424290.2653899,23,23
1989-10-25,83065546,318119391.5424453,23,23
1989-10-26,95284120,377909949.85346246,23,23
1989-10-27,90544619,378364843.14239883,23,23
1989-10-30,67127139,272142357.2109016,23,23
1989-10-31,103025605,394636791.8557935,23,23
1989-11-01,79215216,301336097.4991114,23,23
1989-11-02,93148664,365209842.24658406,23,23
1989-11-03,68404637,263932782.4790278,23,23
1989-11-06,77851302,324130194.9535535,23,23
1989-11-07,98086893,374397936.33459175,23,23
1989-11-08,86292981,321406240.42474604,23,23
1989-11-09,80780633,307416175.64099395,23,23
1989-11-10,66388978,270574560.03324866,23,23
1989-11-13,73762932,286862892.1472728,23,23
1989-11-14,75201564,266183228.24354196,23,23
1989-11-15,78031325,280537721.54156435,23,23
1989-11-16,72770732,289768207.7047252,23,23
1989-11-17,121702906,440624151.7713684,23,23
1989-11-20,66508605,299683453.8905761,23,23
1989-11-21,63209185,250925881.61140782,23,23
1989-11-22,61882140,246220069.41912663,23,23
1989-11-24,36949914,157943368.0259688,23,23
1989-11-27,84969019,383198583.58503085,23,23
1989-11-28,84849843,362124143.95796144,23,23
1989-11-29,70106150,279306907.7037832,23,23
1989-11-30,70410692,294143329.38281214,23,23
1989-12-01,106015576,459537719.2865168,23,23
1989-12-04,79459896,352592714.8633547,23,23
1989-12-05,78100383,326979903.8447156,23,23
1989-12-06,64246753,298666647.4616455,23,23
1989-12-07,68678852,291227244.7994473,23,23
1989-12-08,59678177,253402486.4127319,23,23
1989-12-11,61653606,276436765.0101974,23,23
1989-12-12,82319885,362927026.642764,23,23
1989-12-13,80120304,331049472.87433064,23,23
1989-12-14,71061577,298821312.53944653,23,23
1989-12-15,140537629,601877228.8134338,23,23
1989-12-18,79279412,348893835.34005123,23,23
1989-12-19,99746936,456390727.3226024,23,23
1989-12-20,101543476,469397838.22030354,23,23
1989-12-21,87456079,368405571.1221285,23,23
1989-12-22,55890479,240266356.9764415,23,23
1989-12-26,34026501,136348139.94086123,23,23
1989-12-27,69351387,305245210.77115333,23,23
1989-12-28,58408683,251873233.38198018,23,23
1989-12-29,58718513,259433957.40924382,23,23
1990-01-02,90830081,391382822.4751942,23,23
1990-01-03,106831757,486364107.4565079,23,23
1990-01-04,90007365,443088371.30707455,23,23
1990-01-05,75634022,336377040.71776915,23,23
1990-01-08,73524312,306253693.8927598,23,23
1990-01-09,71474031,322656400.8641883,23,23
1990-01-10,89274027,401337794.2852825,23,23
1990-01-11,60105261,286965127.5885987,23,23
1990-01-12,97914707,406424447.0516461,23,23
1990-01-15,71954197,293177858.20688534,23,23
1990-01-16,108847785,452174237.20783675,23,23
1990-01-17,98127423,417384744.7065389,23,23
1990-01-18,96425468,389530947.00345254,23,23
1990-01-19,93053108,402365116.33868015,23,23
1990-01-22,79794033,364521403.5934241,23,23
1990-01-23,97561609,432745897.0932313,23,23
1990-01-24,110296715,491240857.1032233,23,23
1990-01-25,81113277,338793956.7072094,23,23
1990-01-26,86631799,363558569.46773267,23,23
1990-01-29,62004675,285045141.98018956,23,23
1990-01-30,96210965,409655696.2842805,23,23
1990-01-31,96052110,405157169.30190647,23,23
1990-02-01,79551074,320548068.3806586,23,23
1990-02-02,78971110,323004339.8877523,23,23
1990-02-05,61451972,273784919.96742344,23,23
1990-02-06,66535471,329113215.2781787,23,23
1990-02-07,91163802,409201743.71841216,23,23
1990-02-08,86426029,369175941.5306078,23,23
1990-02-09,62567991,259943793.44610918,23,23
1990-02-12,48123963,210168652.63574386,23,23
1990-02-13,69748326,309960604.77519536,23,23
1990-02-14,51819633,234196844.16500664,23,23
1990-02-15,62983769,268150732.59373105,23,23
1990-02-16,114634808,399210080.7263436,23,23
1990-02-20,79592475,300132819.3019486,23,23
1990-02-21,86054207,361628845.7246164,23,23
1990-02-22,81747258,339127361.96657896,23,23
1990-02-23,77235788,315940872.5554458,23,23
1990-02-26,73224938,299167784.1455003,23,23
1990-02-27,80510916,354021649.76370394,23,23
1990-02-28,88346680,391972087.5189686,23,23
1990-03-01,76180319,342633317.0296515,23,23
1990-03-02,77216490,338263720.9767034,23,23
1990-03-05,67683240,303465749.0532805,23,23
1990-03-06,69605353,304666222.9742646,23,23
1990-03-07,74982148,315706914.60363746,23,23
1990-03-08,88220086,342945746.93220305,23,23
1990-03-09,70629345,316542827.0866194,23,23
1990-03-12,52248729,242680170.01004934,23,23
1990-03-13,76944371,350526458.7414849,23,23
1990-03-14,70583592,315356168.1099647,23,23
1990-03-15,69899369,305181852.1983742,23,23
1990-03-16,141424418,636502700.4069479,23,23
1990-03-19,79920161,352999782.31441116,23,23
1990-03-20,94590099,434505404.7184417,23,23
1990-03-21,53319892,253076464.16892302,23,23
1990-03-22,82346831,395437135.6156813,23,23
1990-03-23,58332404,262677476.17202342,23,23
1990-03-26,52168675,229462394.096138,23,23
1990-03-27,52726528,263408929.68458712,23,23
1990-03-28,64040698,310454600.13396084,23,23
1990-03-29,55007802,263978140.59748447,23,23
1990-03-30,66165656,326175035.57486975,23,23
1990-04-02,57492989,276054291.67912483,23,23
1990-04-03,69220293,303298855.52842546,23,23
1990-04-04,76916520,335145292.75365484,23,23
1990-04-05,66773008,255818894.29922104,23,23
1990-04-06,58072181,210189178.42075825,23,23
1990-04-09,59134787,246196383.9944427,23,23
1990-04-10,57715425,295623499.41198754,23,23
1990-04-11,60304035,254524930.13386297,23,23
1990-04-12,59290629,260937774.19903952,23,23
1990-04-16,76447483,431399507.8462398,23,23
1990-04-17,61355640,301595385.64665204,23,23
1990-04-18,81139194,341618743.91203684,23,23
1990-04-19,73373668,323058746.2728174,23,23
1990-04-20,108282438,461697781.3718593,23,23
1990-04-23,70302909,318263791.1433631,23,23
1990-04-24,63921975,287076294.6356159,23,23
1990-04-25,57271752,252750273.75844198,23,23
1990-04-26,62601246,292306156.28218484,23,23
1990-04-27,56212374,266785710.5796839,23,23
1990-04-30,60174704,288822171.3097812,23,23
1990-05-01,63561057,300885354.5153098,23,23
1990-05-02,65868489,311173045.3338921,23,23
1990-05-03,69252852,328205830.493096,23,23
1990-05-04,66080752,292932327.6592951,23,23
1990-05-07,73093610,331726031.5506499,23,23
1990-05-08,72992306,308390127.89492166,23,23
1990-05-09,83812466,363629392.6875882,23,23
1990-05-10,90134062,429560327.6845864,23,23
1990-05-11,150321993,617299806.3793819,23,23
1990-05-14,136498655,559471024.2468754,23,23
1990-05-15,90551881,384940263.3359847,23,23
1990-05-16,93444123,367502134.6348976,23,23
1990-05-17,95098798,406653320.8323655,23,23
1990-05-18,105960147,496354270.4854567,23,23
1990-05-21,93223994,463675351.3695712,23,23
1990-05-22,105428971,510068197.12836754,23,23
1990-05-23,86381918,371582988.22302127,23,23
1990-05-24,100444379,444598961.989033,23,23
1990-05-25,68794697,349590262.48070955,23,23
1990-05-29,68840128,366099417.87840366,23,23
1990-05-30,115619173,622638031.2164611,23,23
1990-05-31,87158167,462347593.62850225,23,23
1990-06-01,80049293,436869612.7357297,23,23
1990-06-04,82360106,421042750.12935054,23,23
1990-06-05,102494483,514619906.7511722,23,23
1990-06-06,84157600,411901482.58863187,23,23
1990-06-07,66242157,326546298.9229373,23,23
1990-06-08,74219863,369632583.87076604,23,23
1990-06-11,64743566,345652163.56895614,23,23
1990-06-12,86426148,467056926.33389616,23,23
1990-06-13,85375264,520820858.6694273,23,23
1990-06-14,58950396,333110319.4785906,23,23
1990-06-15,138628564,712992706.4341607,23,23
1990-06-18,75779789,379303314.5452888,23,23
1990-06-19,69265121,397025506.2098986,23,23
1990-06-20,61064619,311828549.4278127,23,23
1990-06-21,68451192,353618244.41517425,23,23
1990-06-22,87606486,429682954.28378296,23,23
1990-06-25,76282427,340342926.64746785,23,23
1990-06-26,102493848,461325924.97459817,23,23
1990-06-27,75868846,370189466.37533903,23,23
1990-06-28,59086627,277353202.4170158,23,23
1990-06-29,62414498,285809135.4127015,23,23
1990-07-02,48399419,245156937.14770746,23,23
1990-07-03,58596076,275657805.30257404,23,23
1990-07-05,55203559,282826896.8715985,23,23
1990-07-06,55504137,260754806.86730742,23,23
1990-07-09,59062144,299412176.82840466,23,23
1990-07-10,62345302,331755680.9403181,23,23
1990-07-11,69438608,362296298.3464757,23,23
1990-07-12,94554399,485800470.46613526,23,23
1990-07-13,95132346,526674755.3621764,23,23
1990-07-16,72401812,396843008.8865112,23,23
1990-07-17,78865448,409494270.47950566,23,23
1990-07-18,78548383,396655879.1573703,23,23
1990-07-19,73629849,402802620.42656505,23,23
1990-07-20,103530765,543467825.1192275,23,23
1990-07-23,129496944,700432565.2234628,23,23
1990-07-24,99894202,544885456.3408295,23,23
1990-07-25,76538795,420768001.1068833,23,23
1990-07-26,77861668,399348381.17086077,23,23
1990-07-27,81197625,443987894.9482831,23,23
1990-07-30,76116869,393070154.5623022,23,23
1990-07-31,78473563,385283869.9597769,23,23
1990-08-01,71429135,382796478.9024519,23,23
1990-08-02,162970442,897830611.2092588,23,23
1990-08-03,186457666,988778321.4345024,23,23
1990-08-06,137140746,683024917.7003455,23,23
1990-08-07,127307477,648165632.9524004,23,23
1990-08-08,111874520,529153690.4396452,23,23
1990-08-09,80329188,373946445.95214164,23,23
1990-08-10,80051641,372600669.944168,23,23
1990-08-13,68578817,358446890.0152699,23,23
1990-08-14,72654422,364122174.48642516,23,23
1990-08-15,73622272,343710007.776775,23,23
1990-08-16,84765363,381122584.5870044,23,23
1990-08-17,152045917,725892479.2654356,23,23
1990-08-20,65264776,330946384.28013253,23,23
1990-08-21,123396873,603052116.5528562,23,23
1990-08-22,96552882,448239566.97182274,23,23
1990-08-23,133521929,604345337.2681788,23,23
1990-08-24,113627763,531288297.679482,23,23
1990-08-27,100509843,483197390.347278,23,23
1990-08-28,68215812,311370025.7300551,23,23
1990-08-29,64947147,303230181.9565358,23,23
1990-08-30,60783770,274624231.8774678,23,23
1990-08-31,47619958,208394608.39779687,23,23
1990-09-04,55432104,286248744.6127496,23,23
1990-09-05,63097362,309206339.68001103,23,23
1990-09-06,67633379,370177941.47754765,23,23
1990-09-07,60781009,307117537.64835256,23,23
1990-09-10,64140595,313875178.6834306,23,23
1990-09-11,54924312,286227397.23258865,23,23
1990-09-12,53540380,274420751.2550364,23,23
1990-09-13,51926311,241691449.3495196,23,23
1990-09-14,66272888,317000776.01750946,23,23
1990-09-17,56846888,255607892.46819007,23,23
1990-09-18,78222891,387143848.4998883,23,23
1990-09-19,89332678,442360596.0241637,23,23
1990-09-20,84576384,380783994.1038913,23,23
1990-09-21,121778736,550058672.5389056,23,23
1990-09-24,79931002,389455772.85320437,23,23
1990-09-25,74054283,329010295.37849677,23,23
1990-09-26,73046095,344402217.69287384,23,23
1990-09-27,90542669,409238129.1381434,23,23
1990-09-28,96119585,435453154.31489086,23,23
1990-10-01,105650033,450044662.1076001,23,23
1990-10-02,105104261,457796742.90116286,23,23
1990-10-03,67170620,271605290.28749585,23,23
1990-10-04,77649377,322151227.34181666,23,23
1990-10-05,87998707,384773350.09120035,23,23
1990-10-08,41014663,189758536.32190132,23,23
1990-10-09,94657783,444205865.836756,23,23
1990-10-10,101131305,457689332.58123803,23,23
1990-10-11,102762025,479701184.24816823,23,23
1990-10-12,115738585,500030712.9267102,23,23
1990-10-15,96749746,468431214.403357,23,23
1990-10-16,70715110,315202352.05815625,23,23
1990-10-17,72556027,316068603.8969629,23,23
1990-10-18,111117111,464117908.39427495,23,23
1990-10-19,149778779,696741979.0602531,23,23
1990-10-22,99978031,467831894.93561965,23,23
1990-10-23,78713595,363162744.8024564,23,23
1990-10-24,62570810,306185251.89705074,23,23
1990-10-25,65814795,321279113.6323831,23,23
1990-10-26,59827215,282468135.3027868,23,23
1990-10-29,63824052,300797176.40631485,23,23
1990-10-30,76947233,380221274.6473165,23,23
1990-10-31,64625633,284852601.6753564,23,23
1990-11-01,72144042,297480264.27421737,23,23
1990-11-02,71837102,324693129.5563326,23,23
1990-11-05,64241419,277880884.4840262,23,23
1990-11-06,66664677,276030667.2218567,23,23
1990-11-07,76989276,301627466.8050246,23,23
1990-11-08,86286901,364830661.1921407,23,23
1990-11-09,83449488,407183095.7724987,23,23
1990-11-12,82985124,444333367.6346493,23,23
1990-11-13,76122654,342327938.856619,23,23
1990-11-14,76298029,349097483.4662008,23,23
1990-11-15,73838982,347149794.05916685,23,23
1990-11-16,103393794,451690946.55305946,23,23
1990-11-19,82861677,363278635.41941845,23,23
1990-11-20,87419808,453933745.6381188,23,23
1990-11-21,73498851,372742357.0211327,23,23
1990-11-23,28470667,121562466.90211391,23,23
1990-11-26,68922277,292130534.94773984,23,23
1990-11-27,74419034,334838621.7925377,23,23
1990-11-28,64980782,289565476.29245234,23,23
1990-11-29,121266629,337807630.1138489,23,23
1990-11-30,118780604,556810967.0039363,23,23
1990-12-03,85796254,394047169.64120907,23,23
1990-12-04,72330119,329675790.9034374,23,23
1990-12-05,76634327,354100000.71435547,23,23
1990-12-06,129633041,633882555.989883,23,23
1990-12-07,71708316,356178038.4734076,23,23
1990-12-10,52849014,268040993.61048275,23,23
1990-12-11,51338912,250956244.8476733,23,23
1990-12-12,75522218,360101832.0692739,23,23
1990-12-13,61427336,304533045.29923654,23,23
1990-12-14,63552750,312460761.8649913,23,23
1990-12-17,44276240,214264792.36385047,23,23
1990-12-18,75593924,360952462.9517311,23,23
1990-12-19,71583008,373921335.0747974,23,23
1990-12-20,73421048,351678435.1086017,23,23
1990-12-21,133618892,619749874.0161722,23,23
1990-12-24,23302917,101750266.91800731,23,23
1990-12-26,28424341,121409325.48761481,23,23
1990-12-27,35656162,163053228.23628777,23,23
1990-12-28,34059833,150283491.37306356,23,23
1990-12-31,35053775,135728475.2941386,23,23
1991-01-02,66062502,294661077.4939955,23,23
1991-01-03,75894392,319085809.47148407,23,23
1991-01-04,76975545,345376093.98192227,23,23
1991-01-07,63138979,295133834.3943388,23,23
1991-01-08,81463439,396157417.456282,23,23
1991-01-09,96471264,451087854.7711692,23,23
1991-01-10,54010547,251943188.71833205,23,23
1991-01-11,52242552,275284829.61007583,23,23
1991-01-14,74970978,357945963.9532138,23,23
1991-01-15,46934063,215467585.91644394,23,23
1991-01-16,69780881,288170878.00363624,23,23
1991-01-17,172068414,877117055.66329,23,23
1991-01-18,200592305,990371942.0795097,23,23
1991-01-21,66274359,339166457.61737096,23,23
1991-01-22,74655310,351870979.14990675,23,23
1991-01-23,78222707,417674101.82191503,23,23
1991-01-24,100758903,537378914.5814484,23,23
1991-01-25,93603827,493944282.1255944,23,23
1991-01-28,75638267,409841485.1296061,23,23
1991-01-29,80388918,409051394.4475431,23,23
1991-01-30,115783518,579541909.9272916,23,23
1991-01-31,98902911,491400600.2111697,23,23
1991-02-01,110615387,574884912.4610271,23,23
1991-02-04,95119792,514758720.47341573,23,23
1991-02-05,116028635,613383750.009793,23,23
1991-02-06,126326300,647592005.4784441,23,23
1991-02-07,134850604,667985651.0089973,23,23
1991-02-08,81343089,444696949.4812125,23,23
1991-02-11,115758256,569743251.7083254,23,23
1991-02-12,144966434,802247604.2252411,23,23
1991-02-13,94736190,582902439.1376361,23,23
1991-02-14,109318881,646943079.2577629,23,23
1991-02-15,156393810,850144950.3884349,23,23
1991-02-19,142110088,620669248.4679617,23,23
1991-02-20,128884107,486159936.07885313,23,23
1991-02-21,103669356,428646358.7385137,23,23
1991-02-22,130311926,649460748.5171852,23,23
1991-02-25,98130916,522402714.506757,23,23
1991-02-26,89526902,492198330.4590013,23,23
1991-02-27,104444213,564166310.8289771,23,23
1991-02-28,96873308,496745546.2265731,23,23
1991-03-01,90907671,451599449.37371683,23,23
1991-03-04,76976946,378711363.06294227,23,23
1991-03-05,109220384,560758101.9300597,23,23
1991-03-06,141181708,666855677.0460947,23,23
1991-03-07,83408181,398179992.58035207,23,23
1991-03-08,84011952,449361000.5173458,23,23
1991-03-11,69595344,377561231.1800933,23,23
1991-03-12,82254343,430789226.03769636,23,23
1991-03-13,93223883,390314146.0790484,23,23
1991-03-14,110568760,547188823.8326327,23,23
1991-03-15,146780238,753142008.7590376,23,23
1991-03-18,71346496,366265658.7462137,23,23
1991-03-19,118347841,692882137.0522535,23,23
1991-03-20,95337715,530073059.9817338,23,23
1991-03-21,96307689,477969455.4999709,23,23
1991-03-22,83917203,429983388.73720074,23,23
1991-03-25,75231037,367162032.44082355,23,23
1991-03-26,104818943,444462762.2861626,23,23
1991-03-27,102327208,443275979.74566686,23,23
1991-03-28,58568314,291118149.9005729,23,23
1991-04-01,64883346,333313235.27535224,23,23
1991-04-02,79198479,428395104.2465303,23,23
1991-04-03,81552800,404406973.9158759,23,23
1991-04-04,78161307,419738020.49465716,23,23
1991-04-05,84942463,424974007.4382167,23,23
1991-04-08,55579197,287227097.5184579,23,23
1991-04-09,69822053,359478855.6677288,23,23
1991-04-10,84553213,483339026.1838485,23,23
1991-04-11,81965827,448836533.9332038,23,23
1991-04-12,94202415,501314344.2126405,23,23
1991-04-15,75053623,425435074.546589,23,23
1991-04-16,100488863,493004282.5262799,23,23
1991-04-17,108432518,573698485.5311882,23,23
1991-04-18,85138847,415451665.3186374,23,23
1991-04-19,117329630,610983605.7643049,23,23
1991-04-22,73181661,360923480.48176336,23,23
1991-04-23,70297119,338154160.1447394,23,23
1991-04-24,88592954,424322677.5912943,23,23
1991-04-25,69797181,338687217.9444659,23,23
1991-04-26,67258680,346755271.3365874,23,23
1991-04-29,72199301,403485107.38232327,23,23
1991-04-30,108979921,580915370.6331044,23,23
1991-05-01,90953990,433134309.15515506,23,23
1991-05-02,89317794,396271570.46622586,23,23
1991-05-03,81452354,414363647.410058,23,23
1991-05-06,65648175,296006604.92404914,23,23
1991-05-07,77695254,373706074.8901534,23,23
1991-05-08,74985488,352636672.1194464,23,23
1991-05-09,92375553,429849089.49929905,23,23
1991-05-10,74453888,395749982.317188,23,23
1991-05-13,56836631,304234259.06793,23,23
1991-05-14,67097575,360133757.7761979,23,23
1991-05-15,99930011,449770883.78974843,23,23
1991-05-16,82712961,324763926.9875647,23,23
1991-05-17,119214557,565537869.1187444,23,23
1991-05-20,50765012,240793178.04345202,23,23
1991-05-21,81255592,391442976.7924061,23,23
1991-05-22,70401523,377892363.91691446,23,23
1991-05-23,76086661,349674105.0120125,23,23
1991-05-24,50296335,259731954.8766991,23,23
1991-05-28,212348336,528593243.79972804,23,23
1991-05-29,75857716,393483496.66301477,23,23
1991-05-30,117206989,622531939.8599335,23,23
1991-05-31,113831632,651326563.6743596,23,23
1991-06-03,82908366,449265031.47459126,23,23
1991-06-04,73004176,372201466.28261685,23,23
1991-06-05,68708576,359399829.12948155,23,23
1991-06-06,64234241,321802229.44190705,23,23
1991-06-07,72258305,379687751.58290434,23,23
1991-06-10,53987294,271266387.30476785,23,23
1991-06-11,63147958,339167237.5091822,23,23
1991-06-12,77284849,404103167.48542094,23,23
1991-06-13,64523654,348061124.2478702,23,23
1991-06-14,75728932,408537891.5353854,23,23
1991-06-17,41415489,194631976.36613154,23,23
1991-06-18,62087613,323953962.5134809,23,23
1991-06-19,75168015,402362325.8692198,23,23
1991-06-20,89262322,494518008.00064266,23,23
1991-06-21,120882329,652879338.9034104,23,23
1991-06-24,61767754,353527045.43310714,23,23
1991-06-25,63607793,332852078.579077,23,23
1991-06-26,74616003,364270056.1952603,23,23
1991-06-27,87095070,409834041.8599136,23,23
1991-06-28,72948480,383641566.9427116,23,23
1991-07-01,71424106,349979843.8182335,23,23
1991-07-02,68648930,358221716.4862186,23,23
1991-07-03,65405025,342043828.8624325,23,23
1991-07-05,33673519,175094069.02781224,23,23
1991-07-08,62894223,322161338.5850717,23,23
1991-07-09,66954867,318019461.02228785,23,23
1991-07-10,89290441,426948171.9826362,23,23
1991-07-11,60916912,305603423.91341996,23,23
1991-07-12,70355714,345284537.3502791,23,23
1991-07-15,65539881,290799466.5820453,23,23
1991-07-16,72203383,340381252.3881397,23,23
1991-07-17,68960153,353837239.1645117,23,23
1991-07-18,79948647,420890091.54359055,23,23
1991-07-19,87343225,506278421.0863085,23,23
1991-07-22,66558520,337118527.31761825,23,23
1991-07-23,65197768,322494395.2309587,23,23
1991-07-24,67248025,341378286.4469658,23,23
1991-07-25,51383612,273345763.86143327,23,23
1991-07-26,46963770,248955104.78110623,23,23
1991-07-29,49025927,256936477.34213662,23,23
1991-07-30,69787061,373773327.42084575,23,23
1991-07-31,54215534,271682606.8179848,23,23
1991-08-01,57198971,280892637.7854955,23,23
1991-08-02,65020758,302676282.8880305,23,23
1991-08-05,57612392,284612429.24895144,23,23
1991-08-06,81186298,388598876.90976846,23,23
1991-08-07,64196575,319017232.1600133,23,23
1991-08-08,68191227,311261630.81423855,23,23
1991-08-09,54402560,272786386.1255448,23,23
1991-08-12,41300061,198372266.7598226,23,23
1991-08-13,65927272,321361049.38923514,23,23
1991-08-14,65680514,337307545.4060763,23,23
1991-08-15,64292333,304733854.03979063,23,23
1991-08-16,127844591,538490039.068835,23,23
1991-08-19,117779553,612309340.0672848,23,23
1991-08-20,82448466,411898325.2852676,23,23
1991-08-21,102430488,550395031.1533942,23,23
1991-08-22,70568926,374578750.0885117,23,23
1991-08-23,79214608,413347245.8115883,23,23
1991-08-26,36506880,205491535.9035368,23,23
1991-08-27,51429420,254924784.87394595,23,23
1991-08-28,59823766,302462425.88046205,23,23
1991-08-29,57663414,317615992.2706828,23,23
1991-08-30,38803575,203984272.833385,23,23
1991-09-03,55968096,298464294.98144054,23,23
1991-09-04,56003067,308587172.4314828,23,23
1991-09-05,60805503,363187891.20314693,23,23
1991-09-06,63261777,372259949.1241971,23,23
1991-09-09,44129084,242690426.0523529,23,23
1991-09-10,59987471,332472703.3036393,23,23
1991-09-11,71433517,371269229.82821965,23,23
1991-09-12,64523835,380515535.83439386,23,23
1991-09-13,70753898,416240384.0671754,23,23
1991-09-16,77091677,384508787.3236227,23,23
1991-09-17,62738884,306318276.41303146,23,23
1991-09-18,51699004,244394554.31780648,23,23
1991-09-19,69560585,358266904.13571024,23,23
1991-09-20,100835878,516186433.54730487,23,23
1991-09-23,53887736,253541618.73375082,23,23
1991-09-24,65459451,340784305.9804821,23,23
1991-09-25,55521740,270942943.8495716,23,23
1991-09-26,54402568,262539991.4587016,23,23
1991-09-27,53467117,284587829.07184935,23,23
1991-09-30,54813211,294319941.5041956,23,23
1991-10-01,52318706,262557807.0028262,23,23
1991-10-02,65454716,300648411.26756024,23,23
1991-10-03,56167141,296531254.9277413,23,23
1991-10-04,61925650,310052550.4928758,23,23
1991-10-07,54327060,311669386.8117497,23,23
1991-10-08,67323847,368447990.3906479,23,23
1991-10-09,83000619,430573025.1903863,23,23
1991-10-10,65645640,356660474.54655695,23,23
1991-10-11,59447710,302573176.40906143,23,23
1991-10-14,47119879,241886149.8071612,23,23
1991-10-15,88511934,455867828.1551497,23,23
1991-10-16,82928180,425319555.43724287,23,23
1991-10-17,84824786,433887103.2070731,23,23
1991-10-18,79738252,438616180.1851977,23,23
1991-10-21,53226183,251273239.62901187,23,23
1991-10-22,83679115,398268095.4913266,23,23
1991-10-23,64869029,314325859.88970506,23,23
1991-10-24,63458372,319852184.69996023,23,23
1991-10-25,52799140,291546419.7394011,23,23
1991-10-28,55544175,283696120.3527875,23,23
1991-10-29,77062119,411964213.53995395,23,23
1991-10-30,60324305,337684045.753633,23,23
1991-10-31,54832435,305392267.6288618,23,23
1991-11-01,73411109,397360622.85687816,23,23
1991-11-04,45739414,249948340.2971474,23,23
1991-11-05,59209348,328906389.4090555,23,23
1991-11-06,56560913,296987714.4102745,23,23
1991-11-07,59547722,370227545.4896674,23,23
1991-11-08,53738388,311422412.31627417,23,23
1991-11-11,34124199,187597451.5232979,23,23
1991-11-12,73911116,379732834.86060333,23,23
1991-11-13,63491541,354495171.1335013,23,23
1991-11-14,70319932,380887380.5610852,23,23
1991-11-15,108821430,595111646.1403725,23,23
1991-11-18,120435536,582391962.8243184,23,23
1991-11-19,114228532,568093108.9979367,23,23
1991-11-20,77822904,401845488.11209226,23,23
1991-11-21,69374232,373508634.00814486,23,23
1991-11-22,71050188,375683364.6988952,23,23
1991-11-25,63004476,330260187.9858798,23,23
1991-11-26,90225190,501308442.6073642,23,23
1991-11-27,55512617,297068363.4918113,23,23
1991-11-29,31509662,182841739.86696267,23,23
1991-12-02,77351500,432369802.16386366,23,23
1991-12-03,61047097,341729338.99120295,23,23
1991-12-04,73999454,431002824.4134054,23,23
1991-12-05,68565715,387115840.1063938,23,23
1991-12-06,85067594,489244367.6659684,23,23
1991-12-09,71760063,422830903.1339381,23,23
1991-12-10,84373519,478304948.33326125,23,23
1991-12-11,87613678,455805688.1711137,23,23
1991-12-12,69484456,365828769.77649117,23,23
1991-12-13,68747365,371744767.1041225,23,23
1991-12-16,59830818,297259500.20700145,23,23
1991-12-17,57665841,304381750.3274102,23,23
1991-12-18,66023006,342769743.2549491,23,23
1991-12-19,67525068,347043991.3320737,23,23
1991-12-20,165585229,865439729.0087633,23,23
1991-12-23,95838995,488785405.4749396,23,23
1991-12-24,62754711,367577544.7693193,23,23
1991-12-26,53747765,297724013.4225905,23,23
1991-12-27,60581655,341521709.22346616,23,23
1991-12-30,100723200,569119183.433738,23,23
1991-12-31,96304664,553716529.4297285,23,23
1992-01-02,89120897,490493277.89586246,23,23
1992-01-03,95791546,501986451.4436939,23,23
1992-01-06,97832593,551917639.9270034,23,23
1992-01-07,82958205,462745711.88244414,23,23
1992-01-08,116302646,629966832.1878526,23,23
1992-01-09,128934486,646544266.9073362,23,23
1992-01-10,84680945,453069862.95774627,23,23
1992-01-13,70362331,416998295.1493025,23,23
1992-01-14,93796156,555319210.2069738,23,23
1992-01-15,135012100,830239296.3270113,23,23
1992-01-16,149772933,892046063.8852468,23,23
1992-01-17,156072649,1003922011.0267844,23,23
1992-01-20,74099119,442729105.321682,23,23
1992-01-21,89523973,525109862.9856107,23,23
1992-01-22,86929979,494066630.7298832,23,23
1992-01-23,79412588,483805540.7685884,23,23
1992-01-24,66186487,395626576.16795313,23,23
1992-01-27,63226419,388084175.9657452,23,23
1992-01-28,102352034,621685040.1299253,23,23
1992-01-29,109493190,654555341.9717512,23,23
1992-01-30,87445795,522738104.33991814,23,23
1992-01-31,78790739,458425275.49824595,23,23
1992-02-03,68628043,432677726.79160607,23,23
1992-02-04,82503858,478622126.26180434,23,23
1992-02-05,87640984,504623742.1753218,23,23
1992-02-06,64997428,383676817.1634648,23,23
1992-02-07,82351744,472181045.2283218,23,23
1992-02-10,60837333,382653251.02730477,23,23
1992-02-11,67164393,410421454.0320647,23,23
1992-02-12,75351238,452981044.2294178,23,23
1992-02-13,76815372,444041872.2356899,23,23
1992-02-14,68117191,412961722.24855673,23,23
1992-02-18,95048812,523966021.5362952,23,23
1992-02-19,146381500,626289953.1349368,23,23
