Date,total_volume,total_dollar,valid_close_assets,valid_volume_assets
1975-04-10,40832838,21919818.71080935,23,23
1975-04-11,25194999,14413799.577180639,23,23
1975-04-14,37970385,14904127.256611139,23,23
1975-04-15,44719659,22383462.996239766,23,23
1975-04-16,39890424,21060373.01799044,23,23
1975-04-17,47166483,23270159.187990025,23,23
1975-04-18,29603143,16206092.022165358,23,23
1975-04-21,24218448,13347854.795902729,23,23
1975-04-22,27488528,15425787.491217822,23,23
1975-04-23,28131620,16948186.371718943,23,23
1975-04-24,39399264,22105228.10129091,23,23
1975-04-25,26280135,15630166.767520815,23,23
1975-04-28,21800486,13228518.659624085,23,23
1975-04-29,22658278,13313766.33171779,23,23
1975-04-30,20945310,12683660.628987968,23,23
1975-05-01,39970395,22041898.11179009,23,23
1975-05-02,31889463,19287803.157389954,23,23
1975-05-05,30271900,19635763.40101421,23,23
1975-05-06,37757053,22828686.45446679,23,23
1975-05-07,35622392,22463043.817454338,23,23
1975-05-08,22249592,14584009.114723668,23,23
1975-05-09,32541791,21578046.71960923,23,23
1975-05-12,20848432,15522343.008833736,23,23
1975-05-13,29166014,19428595.806881756,23,23
1975-05-14,30788606,20234392.360967338,23,23
1975-05-15,30767818,19836546.858534366,23,23
1975-05-16,19723821,12038037.834997341,23,23
1975-05-19,19409583,12160178.562857091,23,23
1975-05-20,22512040,13468903.90880689,23,23
1975-05-21,24656337,16775933.536024496,23,23
1975-05-22,22649028,13736297.17538476,23,23
1975-05-23,26025876,13112200.109142601,23,23
1975-05-27,24247288,13726800.755835488,23,23
1975-05-28,27295004,15060541.396006763,23,23
1975-05-29,21180110,11725778.9390513,23,23
1975-05-30,25451828,13835104.578282028,23,23
1975-06-02,34689678,18234185.15783891,23,23
1975-06-03,35185870,17309375.193723947,23,23
1975-06-04,27729210,14648466.303135395,23,23
1975-06-05,28270107,16017279.13290754,23,23
1975-06-06,25608258,13196817.135295719,23,23
1975-06-09,29883446,14993756.29877907,23,23
1975-06-10,28779951,14836365.486013442,23,23
1975-06-11,23572658,13006910.248856068,23,23
1975-06-12,21353058,12638884.597565264,23,23
1975-06-13,22945305,14245026.156841576,23,23
1975-06-16,20051492,10875005.571522087,23,23
1975-06-17,21759671,11793167.239943355,23,23
1975-06-18,18624823,10459911.454569668,23,23
1975-06-19,26448237,14109388.493274748,23,23
1975-06-20,32763894,18486412.353197753,23,23
1975-06-23,30301365,13629036.807752669,23,23
1975-06-24,28650189,15830902.168778807,23,23
1975-06-25,19506477,12161910.058559716,23,23
1975-06-26,24083939,13256808.10557723,23,23
1975-06-27,22828394,12125425.117688268,23,23
1975-06-30,14430164,8976561.948475182,23,23
1975-07-01,20019527,10495260.265749246,23,23
1975-07-02,17379235,10695135.583883524,23,23
1975-07-03,21267578,11104990.681880891,23,23
1975-07-07,18017148,11440646.44105646,23,23
1975-07-08,20372452,10813453.082680076,23,23
1975-07-09,23522324,14762560.96077004,23,23
1975-07-10,28926379,17282896.706320554,23,23
1975-07-11,22030501,15378319.367009878,23,23
1975-07-14,18583062,12933821.874650747,23,23
1975-07-15,21032064,12398117.818053797,23,23
1975-07-16,26726575,13271350.085998893,23,23
1975-07-17,22153934,14316793.363147646,23,23
1975-07-18,16505024,12000309.074621856,23,23
1975-07-21,15853779,9816793.993904397,23,23
1975-07-22,25633631,14776773.879197568,23,23
1975-07-23,24835163,15131702.349571675,23,23
1975-07-24,26600040,16256588.116334677,23,23
1975-07-25,22441891,13787346.048716068,23,23
1975-07-28,20765201,11149572.177667052,23,23
1975-07-29,24170361,13245828.146076515,23,23
1975-07-30,22676142,12869895.779761389,23,23
1975-07-31,20136137,11813459.983019114,23,23
1975-08-01,22688561,10824187.657406405,23,23
1975-08-04,22550758,12915017.111760631,23,23
1975-08-05,29326603,14570271.987184584,23,23
1975-08-06,37904758,16896267.268575564,23,23
1975-08-07,20708528,11617623.723616123,23,23
1975-08-08,16081932,9280654.865107834,23,23
1975-08-11,20874456,9498631.508868158,23,23
1975-08-12,24648498,12668551.654723912,23,23
1975-08-13,22186468,10063249.574158773,23,23
1975-08-14,20300408,10767668.565515175,23,23
1975-08-15,17326275,9170965.961419553,23,23
1975-08-18,18806615,7418796.019140676,23,23
1975-08-19,22433026,9704954.44014585,23,23
1975-08-20,34421777,16180262.175188512,23,23
1975-08-21,51291490,18931139.807462037,23,23
1975-08-22,33472014,13156407.498463854,23,23
1975-08-25,18421121,9245004.329959378,23,23
1975-08-26,18760578,8628242.595233664,23,23
1975-08-27,18665894,8680551.18233265,23,23
1975-08-28,23971550,13580439.120373428,23,23
1975-08-29,24200878,12142157.886547387,23,23
1975-09-02,18836784,8959326.024663985,23,23
1975-09-03,18826785,10216330.131759793,23,23
1975-09-04,19112712,9196048.008936033,23,23
1975-09-05,17903221,8588682.777253091,23,23
1975-09-08,13116243,6778970.405161157,23,23
1975-09-09,22890782,12473801.052518785,23,23
1975-09-10,23974198,12062654.762794986,23,23
1975-09-11,14015199,8010463.38904947,23,23
1975-09-12,17595146,10183101.968425408,23,23
1975-09-15,10754612,5921771.315702021,23,23
1975-09-16,17937060,9528237.922950774,23,23
1975-09-17,12561242,6759996.694874212,23,23
1975-09-18,21103566,11791465.864907563,23,23
1975-09-19,36020329,19202090.08704628,23,23
1975-09-22,24521514,12863651.835936517,23,23
1975-09-23,28885030,14931729.235017747,23,23
1975-09-24,28633992,15670636.696723476,23,23
1975-09-25,19440610,10935673.269023448,23,23
1975-09-26,23825637,13818207.006570488,23,23
1975-09-29,16424532,10412457.00532797,23,23
1975-09-30,21377365,12483033.634361476,23,23
1975-10-01,21612271,11868579.526992142,23,23
1975-10-02,18969644,11779693.194251418,23,23
1975-10-03,22425644,13622463.003318965,23,23
1975-10-06,28551190,17916808.91830516,23,23
1975-10-07,19771846,13048332.021203935,23,23
1975-10-08,28596718,17096333.4430297,23,23
1975-10-09,23829748,16038272.443151265,23,23
1975-10-10,18767262,11374021.153433233,23,23
1975-10-13,15662018,10001388.53881687,23,23
1975-10-14,34663446,19867933.534820437,23,23
1975-10-15,21225977,12434128.119514763,23,23
1975-10-16,28190618,17770380.197992295,23,23
1975-10-17,24456443,13793189.882513404,23,23
1975-10-20,17968073,11565989.554831952,23,23
1975-10-21,28046779,18217406.706979513,23,23
1975-10-22,23618759,14232559.619373888,23,23
1975-10-23,21834713,15007360.977241933,23,23
1975-10-24,25032955,15583265.448862582,23,23
1975-10-27,17537382,11266244.932996407,23,23
1975-10-28,20774824,13044667.990588427,23,23
1975-10-29,24012686,14394249.12271431,23,23
1975-10-30,20330440,12010549.494430065,23,23
1975-10-31,15893816,9121625.288254678,23,23
1975-11-03,16392888,7912341.374028519,23,23
1975-11-04,17701349,9608741.650658652,23,23
1975-11-05,27238634,17012463.7890971,23,23
1975-11-06,27524817,14879488.554931626,23,23
1975-11-07,25007497,14156241.804412723,23,23
1975-11-10,18622096,8508324.186111718,23,23
1975-11-11,19866121,11099989.03322494,23,23
1975-11-12,30981499,17841487.82455069,23,23
1975-11-13,39187409,19588016.763290137,23,23
1975-11-14,25483460,12442546.476305842,23,23
1975-11-17,21485971,12266285.631136864,23,23
1975-11-18,32633839,15998009.289921314,23,23
1975-11-19,21404123,12932603.196326673,23,23
1975-11-20,17666744,10575267.409472495,23,23
1975-11-21,19591888,11015910.365475088,23,23
1975-11-24,15745606,8735736.21554479,23,23
1975-11-25,25429125,12847369.149992675,23,23
1975-11-26,24428468,12865516.234325409,23,23
1975-11-28,13825773,8544584.04140985,23,23
1975-12-01,17939884,11423471.846869975,23,23
1975-12-02,25514824,13046578.101098746,23,23
1975-12-03,32704494,19232396.92968817,23,23
1975-12-04,26438259,15586822.967030838,23,23
1975-12-05,19387540,12666041.533034384,23,23
1975-12-08,20875971,14086295.41371788,23,23
1975-12-09,22230975,11459845.908599734,23,23
1975-12-10,17976718,9915432.848681465,23,23
1975-12-11,24366395,12095966.437547922,23,23
1975-12-12,16319865,9681254.446241796,23,23
1975-12-15,15777641,8121054.000807837,23,23
1975-12-16,22811060,12902725.062844872,23,23
1975-12-17,27018988,14661803.879791066,23,23
1975-12-18,25230824,14367108.936988756,23,23
1975-12-19,19813980,11239055.497398078,23,23
1975-12-22,18469502,9523317.028112978,23,23
1975-12-23,20237939,12344141.59662953,23,23
1975-12-24,10639119,5852309.391780496,23,23
1975-12-26,7726811,4742465.257277012,23,23
1975-12-29,13319865,8394911.97646451,23,23
1975-12-30,16000684,8917205.40764159,23,23
1975-12-31,11292658,7563060.860779688,23,23
1976-01-02,11534523,8160610.382365525,23,23
1976-01-05,23044529,14474938.550266743,23,23
1976-01-06,34547860,23620660.619360983,23,23
1976-01-07,39481316,25071655.185676634,23,23
1976-01-08,36574897,24447397.471479833,23,23
1976-01-09,33743054,21667023.864453107,23,23
1976-01-12,35463648,24910418.065327197,23,23
1976-01-13,47001628,29778156.111316055,23,23
1976-01-14,41621706,25150093.450929523,23,23
1976-01-15,41015780,29469354.534920305,23,23
1976-01-16,31902066,21202297.5831241,23,23
1976-01-19,32680504,20406899.771000862,23,23
1976-01-20,42085834,27038768.600426763,23,23
1976-01-21,44229406,30387609.19203475,23,23
1976-01-22,27046536,17261258.99718097,23,23
1976-01-23,37441603,23062610.169415712,23,23
1976-01-26,42620047,26986517.238713413,23,23
1976-01-27,53595106,29258208.768988103,23,23
1976-01-28,39107180,21491963.236274928,23,23
1976-01-29,38128302,26303792.05526033,23,23
1976-01-30,45046116,31672930.194814384,23,23
1976-02-02,27863888,20387941.64937985,23,23
1976-02-03,39915120,26024584.811415166,23,23
1976-02-04,38807412,26261809.300164104,23,23
1976-02-05,40248068,27125931.13244447,23,23
1976-02-06,31957088,23583935.145406574,23,23
1976-02-09,28086515,17589538.0738824,23,23
1976-02-10,34724381,21820551.17123866,23,23
1976-02-11,33225960,22497105.91620004,23,23
1976-02-12,27345123,16104338.830574214,23,23
1976-02-13,28898184,17009600.350693047,23,23
1976-02-17,28001177,16671835.952765167,23,23
1976-02-18,35512436,20096435.23955685,23,23
1976-02-19,35836265,26013316.42521006,23,23
1976-02-20,45767726,29620295.191132247,23,23
1976-02-23,34966683,20785137.275776565,23,23
1976-02-24,32887580,22061484.52426678,23,23
1976-02-25,36185848,23559555.851287335,23,23
1976-02-26,37429676,22105757.12875858,23,23
1976-02-27,30634117,21384221.60173458,23,23
1976-03-01,29619400,17323673.542800218,23,23
1976-03-02,36754668,23900218.252140254,23,23
1976-03-03,31139312,18968226.771935374,23,23
1976-03-04,28242468,19584229.82370293,23,23
1976-03-05,26986771,16784050.23669605,23,23
1976-03-08,24579731,17104761.98033437,23,23
1976-03-09,37165307,24542872.373174757,23,23
1976-03-10,29268485,17246839.412653983,23,23
1976-03-11,29811686,20569711.38721478,23,23
1976-03-12,32974842,20434635.533973813,23,23
1976-03-15,29762859,19483870.585382357,23,23
1976-03-16,35937886,20561464.336309478,23,23
1976-03-17,29647264,19480313.59381792,23,23
1976-03-18,27362511,18285362.599390537,23,23
1976-03-19,24182069,16431383.713882402,23,23
1976-03-22,26006572,17478420.46440065,23,23
1976-03-23,35189041,21882631.294317856,23,23
1976-03-24,48447635,32436954.050215364,23,23
1976-03-25,33135407,20661702.739251375,23,23
1976-03-26,24539094,16935556.906025708,23,23
1976-03-29,20446338,13625395.564501569,23,23
1976-03-30,20513823,14815246.081308514,23,23
1976-03-31,22508766,15733597.895566374,23,23
1976-04-01,30796741,18577840.85103196,23,23
1976-04-02,23953483,15723369.093343437,23,23
1976-04-05,33037280,24255302.908199996,23,23
1976-04-06,33862715,21327162.802710056,23,23
1976-04-07,29383892,18315477.630208835,23,23
1976-04-08,40219913,24386528.374666378,23,23
1976-04-09,19504226,15771895.762145668,23,23
1976-04-12,24104858,19531298.38252589,23,23
1976-04-13,21918403,18654475.60485187,23,23
1976-04-14,28077216,21333340.286298543,23,23
1976-04-15,22678260,19690894.57161209,23,23
1976-04-19,23107353,18851886.347329766,23,23
1976-04-20,37022322,27422922.24827364,23,23
1976-04-21,36184016,29504379.61670828,23,23
1976-04-22,28881819,20723411.75948423,23,23
1976-04-23,37700220,21055306.613759547,23,23
1976-04-26,26078539,16215655.239204794,23,23
1976-04-27,23354710,15650058.64413914,23,23
1976-04-28,23732918,16183198.124638498,23,23
1976-04-29,31583021,19718810.447001457,23,23
1976-04-30,23147622,14667788.094045758,23,23
1976-05-03,29119056,19059053.28077346,23,23
1976-05-04,29528947,17123528.480985522,23,23
1976-05-05,25685381,16712613.81357047,23,23
1976-05-06,26790414,16782146.25607416,23,23
1976-05-07,39168876,20100437.536296636,23,23
1976-05-10,35547629,23105192.7763488,23,23
1976-05-11,52358021,30771173.402282655,23,23
1976-05-12,31757287,19724180.268928945,23,23
1976-05-13,28998009,16823062.403618485,23,23
1976-05-14,23325671,14890561.758188248,23,23
1976-05-17,24721287,15142387.164948463,23,23
1976-05-18,32280494,19417740.972117394,23,23
1976-05-19,29665484,17481047.06199476,23,23
1976-05-20,39624359,22782884.75440705,23,23
1976-05-21,29135140,17103246.024686694,23,23
1976-05-24,34992211,18916819.861107558,23,23
1976-05-25,31186224,19035646.277100295,23,23
1976-05-26,24295580,13881368.062504321,23,23
1976-05-27,29445297,19590640.739804506,23,23
1976-05-28,24249781,16676042.023072332,23,23
1976-06-01,18445396,11948567.222187221,23,23
1976-06-02,24245808,16520968.749198437,23,23
1976-06-03,28852921,17285684.002628416,23,23
1976-06-04,27170301,18183278.531501293,23,23
1976-06-07,21830286,14015803.312204272,23,23
1976-06-08,30337278,18369435.284820586,23,23
1976-06-09,22546022,14118958.192870677,23,23
1976-06-10,34568367,23530640.686966836,23,23
1976-06-11,32932629,20780503.988967657,23,23
1976-06-14,33187138,24771326.132790387,23,23
1976-06-15,25357675,19945446.62326792,23,23
1976-06-16,27422181,21650740.36431268,23,23
1976-06-17,38276534,25564707.272541195,23,23
1976-06-18,30408967,23887787.542159647,23,23
1976-06-21,24291995,19078082.48317638,23,23
1976-06-22,24180486,20405160.392175883,23,23
1976-06-23,30373241,22361173.90690005,23,23
1976-06-24,30922253,24492504.347706884,23,23
1976-06-25,20456309,17888179.912139803,23,23
1976-06-28,24866783,15375806.7464149,23,23
1976-06-29,28165147,16834938.397835582,23,23
1976-06-30,27472525,17051059.375269383,23,23
1976-07-01,29989514,20632142.08956158,23,23
1976-07-02,21023807,15001858.31151867,23,23
1976-07-06,24612837,17290125.190327108,23,23
1976-07-07,29732292,22306347.884479016,23,23
1976-07-08,30857553,23000175.521290243,23,23
1976-07-09,33200974,21666646.848791182,23,23
1976-07-12,29109048,18587415.195163846,23,23
1976-07-13,34470675,25542519.123276025,23,23
1976-07-14,34319141,26316039.97644651,23,23
1976-07-15,39639477,31604160.937361985,23,23
1976-07-16,33333973,36071511.97102517,23,23
1976-07-19,25964946,22082330.383833945,23,23
1976-07-20,28786365,21418137.468233287,23,23
1976-07-21,22485941,14991477.596910179,23,23
1976-07-22,23409680,16323649.978817225,23,23
1976-07-23,24984304,16744970.883789688,23,23
1976-07-26,20351664,13357149.841795892,23,23
1976-07-27,25359860,17963028.131817967,23,23
1976-07-28,33784248,21432529.60804245,23,23
1976-07-29,20958154,13511788.582871318,23,23
1976-07-30,19612380,13078555.053577691,23,23
1976-08-02,16084290,11398424.112914741,23,23
1976-08-03,37876009,17884700.452272564,23,23
1976-08-04,35015681,25190502.111124396,23,23
1976-08-05,23656481,13681926.600046664,23,23
1976-08-06,22241908,14941583.856624693,23,23
1976-08-09,18001817,11770982.593152016,23,23
1976-08-10,31108108,20269422.410123974,23,23
1976-08-11,32014197,20321580.26547855,23,23
1976-08-12,18255349,12231223.735741258,23,23
1976-08-13,20409982,13785857.482318252,23,23
1976-08-16,28144444,21101841.724413604,23,23
1976-08-17,27043632,18748124.696231365,23,23
1976-08-18,36797951,21266591.240474492,23,23
1976-08-19,27715866,18092195.411088943,23,23
1976-08-20,46948720,19553127.07267165,23,23
1976-08-23,44001296,19808245.509132862,23,23
1976-08-24,32833171,17475139.31479904,23,23
1976-08-25,46347783,23610879.51048197,23,23
1976-08-26,35880343,20151625.52469316,23,23
1976-08-27,18253213,12027548.039156407,23,23
1976-08-30,17653197,11490332.339517295,23,23
1976-08-31,27587290,15491099.469390959,23,23
1976-09-01,35158294,19175806.676849782,23,23
1976-09-02,30798914,18589918.5999341,23,23
1976-09-03,18908747,11282822.105993956,23,23
1976-09-07,24096384,16754332.418043852,23,23
1976-09-08,30504112,20017016.964377344,23,23
1976-09-09,21006660,13386878.168297157,23,23
1976-09-10,22696417,13661292.984313473,23,23
1976-09-13,16632107,12609102.961538285,23,23
1976-09-14,18538324,11068914.619193658,23,23
1976-09-15,18897248,14116931.51176086,23,23
1976-09-16,31565979,21318735.81268075,23,23
1976-09-17,47703571,28840077.592471868,23,23
1976-09-20,34944051,23072641.60221404,23,23
1976-09-21,42943931,29293517.251090825,23,23
1976-09-22,50737413,41996688.91750029,23,23
1976-09-23,34668047,26685140.11779815,23,23
1976-09-24,23900687,16536917.97609973,23,23
1976-09-27,19881185,14303316.810287014,23,23
