loss,mae,val_loss,val_mae,learning_rate
0.08256758749485016,0.08256758749485016,0.004406021907925606,0.004406021907925606,0.0010000000474974513
0.005759806372225285,0.005759806372225285,0.0041412292048335075,0.0041412292048335075,0.0010000000474974513
0.0055880239233374596,0.0055880239233374596,0.0041405376978218555,0.0041405376978218555,0.0010000000474974513
0.00556891830638051,0.00556891830638051,0.004145415499806404,0.004145415499806404,0.0010000000474974513
0.005544931627810001,0.005544931627810001,0.004145273473113775,0.004145273473113775,0.0010000000474974513
0.005504462402313948,0.005504462402313948,0.0041486588306725025,0.0041486588306725025,0.0010000000474974513
0.005498072132468224,0.005498072132468224,0.004152369685471058,0.004152369685471058,0.0010000000474974513
0.0055188387632369995,0.0055188387632369995,0.004152966197580099,0.004152966197580099,0.0010000000474974513
0.005498937796801329,0.005498937796801329,0.004139929544180632,0.004139929544180632,0.0005000000237487257
0.005482806358486414,0.005482806358486414,0.004138174466788769,0.004138174466788769,0.0005000000237487257
0.005483184475451708,0.005483184475451708,0.0041397190652787685,0.0041397190652787685,0.0005000000237487257
0.005514097400009632,0.005514097400009632,0.004139389377087355,0.004139389377087355,0.0005000000237487257
0.005570606794208288,0.005570606794208288,0.004138707183301449,0.004138707183301449,0.0005000000237487257
0.005489534232765436,0.005489534232765436,0.004139155615121126,0.004139155615121126,0.0005000000237487257
0.005483350716531277,0.005483350716531277,0.0041375067085027695,0.0041375067085027695,0.0002500000118743628
0.005477156490087509,0.005477156490087509,0.004137872718274593,0.004137872718274593,0.0002500000118743628
0.0054770964197814465,0.0054770964197814465,0.004136708565056324,0.004136708565056324,0.0002500000118743628
0.005477013066411018,0.005477013066411018,0.0041364762000739574,0.0041364762000739574,0.0002500000118743628
0.0054785097017884254,0.0054785097017884254,0.004136425442993641,0.004136425442993641,0.0002500000118743628
0.0054869079031050205,0.0054869079031050205,0.004137082491070032,0.004137082491070032,0.0002500000118743628
0.005476872902363539,0.005476872902363539,0.0041383421048521996,0.0041383421048521996,0.0001250000059371814
0.005475044250488281,0.005475044250488281,0.004136481322348118,0.004136481322348118,0.0001250000059371814
0.005476369988173246,0.005476369988173246,0.004136561881750822,0.004136561881750822,0.0001250000059371814
0.005488872062414885,0.005488872062414885,0.004136873874813318,0.004136873874813318,0.0001250000059371814
0.005488462746143341,0.005488462746143341,0.004136919043958187,0.004136919043958187,0.0001250000059371814
0.005476279184222221,0.005476279184222221,0.004137150943279266,0.004137150943279266,0.0001250000059371814
0.005474216304719448,0.005474216304719448,0.0041397688910365105,0.0041397688910365105,6.25000029685907e-05
0.005486053414642811,0.005486053414642811,0.004139329306781292,0.004139329306781292,6.25000029685907e-05
0.005473784636706114,0.005473784636706114,0.004139159806072712,0.004139159806072712,6.25000029685907e-05
0.005476724356412888,0.005476724356412888,0.004139475058764219,0.004139475058764219,6.25000029685907e-05
0.005474543664604425,0.005474543664604425,0.00413875374943018,0.00413875374943018,6.25000029685907e-05
0.005473821423947811,0.005473821423947811,0.0041391258127987385,0.0041391258127987385,6.25000029685907e-05
