model_name,input_window,output_window,MAE_train,MAE_val,MAE_test,epochs,n_params
mlp_1x64_relu,5,1,0.011092493894322993,0.009403211995959282,0.015265683689118213,500,9150
mlp_1x64_relu,5,5,0.005141059070458499,0.0042785597033798695,0.00672632645398546,500,9150
mlp_1x64_relu,5,30,0.002161952727379752,0.0017911914037540555,0.002936756812483943,500,9150
mlp_1x64_relu,5,90,0.001328942875395794,0.0010622350964695215,0.001691685312533377,500,9150
mlp_1x64_relu,10,1,0.0105367747227722,0.009508219547569752,0.016243801883106795,500,16740
mlp_1x64_relu,10,5,0.0050195679828326945,0.004301858134567738,0.006956640889241533,500,16740
mlp_1x64_relu,10,30,0.0021532888705023527,0.0018086690688505769,0.0030424233659652787,500,16740
mlp_1x64_relu,10,90,0.0013339301071848045,0.001049267710186541,0.0015785504579003096,500,16740
mlp_1x64_relu,30,1,0.01008747735624451,0.00973219983279705,0.017933438303585035,500,47100
mlp_1x64_relu,30,5,0.004853631184794067,0.004327811300754547,0.007595411545762713,500,47100
mlp_1x64_relu,30,30,0.002214834463487175,0.0017676986753940582,0.0024988112442146564,500,47100
mlp_1x64_relu,30,90,0.001334512642866151,0.0010317220585420728,0.0014328010281788443,500,47100
mlp_1x64_relu,90,1,0.010522363844473413,0.009970737621188164,0.01629304639780279,500,138180
mlp_1x64_relu,90,5,0.005068129509625686,0.004483933560550213,0.007337559511267256,500,138180
mlp_1x64_relu,90,30,0.0022164372970852114,0.0017864883411675692,0.002565677749374177,500,138180
mlp_1x64_relu,90,90,0.0013322623302665065,0.0010450880508869886,0.0015697258019202812,500,138180
