model_name,input_window,output_window,epoch,loss,val_loss
mlp_2x100_bn_l2,5,1,79,0.013383354060351849,0.010617701336741447
mlp_2x100_bn_l2,5,1,80,0.013349559158086777,0.010400989092886448
mlp_2x100_bn_l2,5,1,81,0.013335611671209335,0.010242344811558723
mlp_2x100_bn_l2,5,1,82,0.013282240368425846,0.01051087025552988
mlp_2x100_bn_l2,5,1,83,0.013291724026203156,0.010256974957883358
mlp_2x100_bn_l2,5,1,84,0.013335688970983028,0.010341284796595573
mlp_2x100_bn_l2,5,1,85,0.013365617021918297,0.01026671938598156
mlp_2x100_bn_l2,5,1,86,0.013388005085289478,0.010157790035009384
mlp_2x100_bn_l2,5,1,87,0.013325859792530537,0.01022736169397831
mlp_2x100_bn_l2,5,1,88,0.013325978070497513,0.010268640704452991
mlp_2x100_bn_l2,5,1,89,0.013450270518660545,0.010479832999408245
mlp_2x100_bn_l2,5,1,90,0.013300490565598011,0.010284103453159332
mlp_2x100_bn_l2,5,1,91,0.01323021575808525,0.010304560884833336
mlp_2x100_bn_l2,5,1,92,0.013215763494372368,0.010098708793520927
mlp_2x100_bn_l2,5,1,93,0.013478302396833897,0.010251233354210854
mlp_2x100_bn_l2,5,1,94,0.013338137418031693,0.010869301855564117
mlp_2x100_bn_l2,5,1,95,0.01335596852004528,0.01051569264382124
mlp_2x100_bn_l2,5,1,96,0.013177827000617981,0.010060341097414494
mlp_2x100_bn_l2,5,1,97,0.01309766061604023,0.01023800577968359
mlp_2x100_bn_l2,5,1,98,0.013139759190380573,0.01037259865552187
mlp_2x100_bn_l2,5,1,99,0.01319311186671257,0.01017804816365242
mlp_2x100_bn_l2,5,1,100,0.013149263337254524,0.010074137710034847
mlp_2x100_bn_l2,5,1,101,0.013187396340072155,0.009998944588005543
mlp_2x100_bn_l2,5,1,102,0.01355033740401268,0.010557306930422783
mlp_2x100_bn_l2,5,1,103,0.01328291930258274,0.010136761702597141
mlp_2x100_bn_l2,5,1,104,0.013270458206534386,0.010442106053233147
mlp_2x100_bn_l2,5,1,105,0.013550308533012867,0.01019848883152008
mlp_2x100_bn_l2,5,1,106,0.013742300681769848,0.01077133696526289
mlp_2x100_bn_l2,5,1,107,0.013487854041159153,0.010397316887974739
mlp_2x100_bn_l2,5,1,108,0.01337876170873642,0.01017247885465622
mlp_2x100_bn_l2,5,1,109,0.013274939730763435,0.010108159855008125
mlp_2x100_bn_l2,5,1,110,0.012967688962817192,0.009873448871076107
mlp_2x100_bn_l2,5,1,111,0.01388208381831646,0.01084977574646473
mlp_2x100_bn_l2,5,1,112,0.014102932065725327,0.010284194722771645
mlp_2x100_bn_l2,5,1,113,0.013328026048839092,0.009988809004426003
mlp_2x100_bn_l2,5,1,114,0.013075931929051876,0.010014493018388748
mlp_2x100_bn_l2,5,1,115,0.013092266395688057,0.009883876889944077
mlp_2x100_bn_l2,5,1,116,0.013258847407996655,0.010419666767120361
mlp_2x100_bn_l2,5,1,117,0.013564210385084152,0.010132226161658764
mlp_2x100_bn_l2,5,1,118,0.013985974714159966,0.010798733681440353
mlp_2x100_bn_l2,5,1,119,0.014136732555925846,0.010211608372628689
mlp_2x100_bn_l2,5,1,120,0.013706768862903118,0.01068184245377779
mlp_2x100_bn_l2,5,1,121,0.013357384130358696,0.010046071372926235
mlp_2x100_bn_l2,5,1,122,0.013414361514151096,0.010314426384866238
mlp_2x100_bn_l2,5,1,123,0.014027906581759453,0.010580978356301785
mlp_2x100_bn_l2,5,1,124,0.013537697494029999,0.010460247285664082
mlp_2x100_bn_l2,5,1,125,0.013628846034407616,0.010485418140888214
mlp_2x100_bn_l2,5,1,126,0.013174953870475292,0.010203409940004349
mlp_2x100_bn_l2,5,1,127,0.013177456334233284,0.01078483834862709
mlp_2x100_bn_l2,5,1,128,0.013141196221113205,0.010088127106428146
mlp_2x100_bn_l2,5,1,129,0.01310622040182352,0.012549656443297863
mlp_2x100_bn_l2,5,1,130,0.013041230849921703,0.012517014518380165
mlp_2x100_bn_l2,5,1,131,0.0128939189016819,0.01004799734801054
mlp_2x100_bn_l2,5,1,132,0.013136370107531548,0.01267323363572359
mlp_2x100_bn_l2,5,1,133,0.013486834242939949,0.010809040628373623
mlp_2x100_bn_l2,5,1,134,0.013156162574887276,0.011021844111382961
mlp_2x100_bn_l2,5,1,135,0.013611281290650368,0.010065077804028988
mlp_2x100_bn_l2,5,1,136,0.013180105946958065,0.011084139347076416
mlp_2x100_bn_l2,5,1,137,0.013048925437033176,0.010110728442668915
mlp_2x100_bn_l2,5,1,138,0.012840510345995426,0.009729476645588875
mlp_2x100_bn_l2,5,1,139,0.012899385765194893,0.011833533644676208
mlp_2x100_bn_l2,5,1,140,0.012691543437540531,0.010861294344067574
mlp_2x100_bn_l2,5,1,141,0.012718506157398224,0.012320414185523987
mlp_2x100_bn_l2,5,1,142,0.012818768620491028,0.0118199298158288
mlp_2x100_bn_l2,5,1,143,0.013091767206788063,0.013542723841965199
mlp_2x100_bn_l2,5,1,144,0.012946444563567638,0.011131642386317253
mlp_2x100_bn_l2,5,1,145,0.012715072371065617,0.011313253082334995
mlp_2x100_bn_l2,5,1,146,0.0124824158847332,0.01081849355250597
mlp_2x100_bn_l2,5,1,147,0.012456097640097141,0.010293332859873772
mlp_2x100_bn_l2,5,1,148,0.012337890453636646,0.010746337473392487
mlp_2x100_bn_l2,5,1,149,0.012258576229214668,0.010269724763929844
mlp_2x100_bn_l2,5,1,150,0.012274195440113544,0.012251206673681736
mlp_2x100_bn_l2,5,1,151,0.012300501577556133,0.009628035128116608
mlp_2x100_bn_l2,5,1,152,0.012244275771081448,0.014568784274160862
mlp_2x100_bn_l2,5,1,153,0.012299313209950924,0.010808234103024006
mlp_2x100_bn_l2,5,1,154,0.012265980243682861,0.010008268058300018
mlp_2x100_bn_l2,5,1,155,0.012151267379522324,0.009869758039712906
mlp_2x100_bn_l2,5,1,156,0.012118922546505928,0.012792202644050121
mlp_2x100_bn_l2,5,1,157,0.01209160778671503,0.010275893844664097
mlp_2x100_bn_l2,5,1,158,0.012045142240822315,0.016801392659544945
mlp_2x100_bn_l2,5,1,159,0.012205502949655056,0.009570353664457798
mlp_2x100_bn_l2,5,1,160,0.012272907420992851,0.014865494333207607
mlp_2x100_bn_l2,5,1,161,0.01285475678741932,0.010036412626504898
mlp_2x100_bn_l2,5,1,162,0.012186525389552116,0.00972865428775549
mlp_2x100_bn_l2,5,1,163,0.012460025027394295,0.009929778054356575
mlp_2x100_bn_l2,5,1,164,0.012277078814804554,0.010486399754881859
mlp_2x100_bn_l2,5,1,165,0.012840167619287968,0.010132132098078728
mlp_2x100_bn_l2,5,1,166,0.012688908725976944,0.01266128197312355
mlp_2x100_bn_l2,5,1,167,0.012488288804888725,0.021405160427093506
mlp_2x100_bn_l2,5,1,168,0.012558748945593834,0.012255129404366016
mlp_2x100_bn_l2,5,1,169,0.012249420396983624,0.01004839688539505
mlp_2x100_bn_l2,5,1,170,0.012142539024353027,0.009708954021334648
mlp_2x100_bn_l2,5,1,171,0.012134106829762459,0.009944699704647064
mlp_2x100_bn_l2,5,1,172,0.012113341130316257,0.009605578146874905
mlp_2x100_bn_l2,5,1,173,0.011977854184806347,0.014701698906719685
mlp_2x100_bn_l2,5,1,174,0.01194753311574459,0.010294725187122822
mlp_2x100_bn_l2,5,1,175,0.011919191107153893,0.01081183273345232
mlp_2x100_bn_l2,5,1,176,0.011973327025771141,0.01147492229938507
mlp_2x100_bn_l2,5,1,177,0.011911535635590553,0.011842437088489532
mlp_2x100_bn_l2,5,1,178,0.01208985410630703,0.01037011481821537
mlp_2x100_bn_l2,5,1,179,0.012020418420433998,0.009503956884145737
mlp_2x100_bn_l2,5,1,180,0.012021836824715137,0.012618298642337322
mlp_2x100_bn_l2,5,1,181,0.01216134987771511,0.010899892076849937
mlp_2x100_bn_l2,5,1,182,0.01199102308601141,0.011762512847781181
mlp_2x100_bn_l2,5,1,183,0.011896303854882717,0.009513257071375847
mlp_2x100_bn_l2,5,1,184,0.011863033287227154,0.009428846649825573
mlp_2x100_bn_l2,5,1,185,0.011881204321980476,0.010252591222524643
mlp_2x100_bn_l2,5,1,186,0.0118276197463274,0.009601136669516563
mlp_2x100_bn_l2,5,1,187,0.011794308200478554,0.009488406591117382
mlp_2x100_bn_l2,5,1,188,0.011824916116893291,0.0094452528283
mlp_2x100_bn_l2,5,1,189,0.011822900734841824,0.011217151768505573
mlp_2x100_bn_l2,5,1,190,0.011886605992913246,0.009384367614984512
mlp_2x100_bn_l2,5,1,191,0.011831561103463173,0.010277488268911839
mlp_2x100_bn_l2,5,1,192,0.011932764202356339,0.009419715031981468
mlp_2x100_bn_l2,5,1,193,0.011820897459983826,0.010292629711329937
mlp_2x100_bn_l2,5,1,194,0.011791219934821129,0.013061633333563805
mlp_2x100_bn_l2,5,1,195,0.011766241863369942,0.010063905268907547
mlp_2x100_bn_l2,5,1,196,0.011904117651283741,0.009538442827761173
mlp_2x100_bn_l2,5,1,197,0.011799847707152367,0.010642853565514088
mlp_2x100_bn_l2,5,1,198,0.011813700199127197,0.014949184842407703
mlp_2x100_bn_l2,5,1,199,0.01177678070962429,0.009527015499770641
mlp_2x100_bn_l2,5,1,200,0.011734385043382645,0.011167646385729313
mlp_2x100_bn_l2,5,5,1,0.4854680299758911,0.17852014303207397
mlp_2x100_bn_l2,5,5,2,0.17035025358200073,0.1009293720126152
mlp_2x100_bn_l2,5,5,3,0.09055249392986298,0.06314163655042648
mlp_2x100_bn_l2,5,5,4,0.06115639954805374,0.04567179083824158
mlp_2x100_bn_l2,5,5,5,0.046675924211740494,0.03661109879612923
mlp_2x100_bn_l2,5,5,6,0.03834760561585426,0.031050056219100952
mlp_2x100_bn_l2,5,5,7,0.032977331429719925,0.027151312679052353
mlp_2x100_bn_l2,5,5,8,0.029383404180407524,0.02468722127377987
mlp_2x100_bn_l2,5,5,9,0.026786139234900475,0.022813044488430023
mlp_2x100_bn_l2,5,5,10,0.0245355237275362,0.02097349800169468
mlp_2x100_bn_l2,5,5,11,0.022855767980217934,0.019634045660495758
mlp_2x100_bn_l2,5,5,12,0.021312715485692024,0.018093304708600044
mlp_2x100_bn_l2,5,5,13,0.01988779567182064,0.017324300482869148
mlp_2x100_bn_l2,5,5,14,0.01866372488439083,0.016493605449795723
mlp_2x100_bn_l2,5,5,15,0.017762484028935432,0.01524279359728098
mlp_2x100_bn_l2,5,5,16,0.016718879342079163,0.014706439338624477
mlp_2x100_bn_l2,5,5,17,0.015634682029485703,0.013854721561074257
mlp_2x100_bn_l2,5,5,18,0.014898866415023804,0.012840122915804386
mlp_2x100_bn_l2,5,5,19,0.013946974650025368,0.011901910416781902
mlp_2x100_bn_l2,5,5,20,0.013232043944299221,0.011464905925095081
mlp_2x100_bn_l2,5,5,21,0.01253938302397728,0.01044045202434063
mlp_2x100_bn_l2,5,5,22,0.011850825510919094,0.009866876527667046
mlp_2x100_bn_l2,5,5,23,0.01130848191678524,0.00943013746291399
mlp_2x100_bn_l2,5,5,24,0.010802957229316235,0.009008008055388927
mlp_2x100_bn_l2,5,5,25,0.01029365137219429,0.008579243905842304
mlp_2x100_bn_l2,5,5,26,0.009759040549397469,0.008217766880989075
mlp_2x100_bn_l2,5,5,27,0.009486277587711811,0.007738124579191208
mlp_2x100_bn_l2,5,5,28,0.0093598123639822,0.007500294595956802
mlp_2x100_bn_l2,5,5,29,0.008866949938237667,0.007175925187766552
mlp_2x100_bn_l2,5,5,30,0.00859010312706232,0.00719972001388669
mlp_2x100_bn_l2,5,5,31,0.008638161234557629,0.00669379997998476
mlp_2x100_bn_l2,5,5,32,0.008306236937642097,0.006433488801121712
mlp_2x100_bn_l2,5,5,33,0.008098641410470009,0.006345674861222506
mlp_2x100_bn_l2,5,5,34,0.008031019009649754,0.006404873915016651
mlp_2x100_bn_l2,5,5,35,0.007813319563865662,0.006276783999055624
mlp_2x100_bn_l2,5,5,36,0.007574556395411491,0.0061980620957911015
mlp_2x100_bn_l2,5,5,37,0.007570298854261637,0.0055674356408417225
mlp_2x100_bn_l2,5,5,38,0.007374932523816824,0.005949144251644611
mlp_2x100_bn_l2,5,5,39,0.007348036393523216,0.005812190473079681
mlp_2x100_bn_l2,5,5,40,0.007414386607706547,0.006076798774302006
mlp_2x100_bn_l2,5,5,41,0.007470753975212574,0.005894833710044622
mlp_2x100_bn_l2,5,5,42,0.007280909921973944,0.005951463710516691
mlp_2x100_bn_l2,5,5,43,0.007223217282444239,0.005754809360951185
mlp_2x100_bn_l2,5,5,44,0.007202615961432457,0.006212102249264717
mlp_2x100_bn_l2,5,5,45,0.007239983417093754,0.006022223737090826
mlp_2x100_bn_l2,5,5,46,0.007141441106796265,0.005492716562002897
mlp_2x100_bn_l2,5,5,47,0.0071328491903841496,0.005440532695502043
mlp_2x100_bn_l2,5,5,48,0.007098463363945484,0.005468684248626232
mlp_2x100_bn_l2,5,5,49,0.0071159289218485355,0.00551610067486763
mlp_2x100_bn_l2,5,5,50,0.007070838939398527,0.0050854370929300785
mlp_2x100_bn_l2,5,5,51,0.007035256829112768,0.005417991429567337
mlp_2x100_bn_l2,5,5,52,0.007090531289577484,0.0053193471394479275
mlp_2x100_bn_l2,5,5,53,0.007162059657275677,0.0056175305508077145
mlp_2x100_bn_l2,5,5,54,0.007064442615956068,0.005264675244688988
mlp_2x100_bn_l2,5,5,55,0.007154185324907303,0.005998741835355759
mlp_2x100_bn_l2,5,5,56,0.007169119082391262,0.005368356592953205
mlp_2x100_bn_l2,5,5,57,0.0071233236230909824,0.005227521527558565
mlp_2x100_bn_l2,5,5,58,0.007099755108356476,0.005382930394262075
mlp_2x100_bn_l2,5,5,59,0.007112996652722359,0.005337709095329046
mlp_2x100_bn_l2,5,5,60,0.007356950081884861,0.006058017257601023
mlp_2x100_bn_l2,5,5,61,0.007141022011637688,0.005290453787893057
mlp_2x100_bn_l2,5,5,62,0.007463233545422554,0.005579431541264057
mlp_2x100_bn_l2,5,5,63,0.007360965013504028,0.0053607807494699955
mlp_2x100_bn_l2,5,5,64,0.007260771933943033,0.005624195095151663
mlp_2x100_bn_l2,5,5,65,0.007429114077240229,0.0059128194116055965
mlp_2x100_bn_l2,5,5,66,0.007266816683113575,0.005253993906080723
mlp_2x100_bn_l2,5,5,67,0.007337210234254599,0.005284355022013187
mlp_2x100_bn_l2,5,5,68,0.00743656512349844,0.005487058311700821
mlp_2x100_bn_l2,5,5,69,0.007316324394196272,0.005409811623394489
mlp_2x100_bn_l2,5,5,70,0.007337966933846474,0.005243249237537384
mlp_2x100_bn_l2,5,5,71,0.007587905507534742,0.005767074879258871
mlp_2x100_bn_l2,5,5,72,0.00717720715329051,0.005315173417329788
mlp_2x100_bn_l2,5,5,73,0.007211166899651289,0.005289053078740835
mlp_2x100_bn_l2,5,5,74,0.0071505834348499775,0.005347856320440769
mlp_2x100_bn_l2,5,5,75,0.00736556202173233,0.006081712897866964
mlp_2x100_bn_l2,5,5,76,0.00707331532612443,0.005147656425833702
mlp_2x100_bn_l2,5,5,77,0.007070356048643589,0.005445089656859636
mlp_2x100_bn_l2,5,5,78,0.00835697166621685,0.005833976436406374
mlp_2x100_bn_l2,5,5,79,0.007196455262601376,0.0052223121747374535
mlp_2x100_bn_l2,5,5,80,0.00705460412427783,0.0051475209183990955
mlp_2x100_bn_l2,5,5,81,0.007121061906218529,0.005250611808151007
mlp_2x100_bn_l2,5,5,82,0.007040104828774929,0.005203232169151306
mlp_2x100_bn_l2,5,5,83,0.00720572704449296,0.005338993389159441
mlp_2x100_bn_l2,5,5,84,0.00722789391875267,0.0051355380564928055
mlp_2x100_bn_l2,5,5,85,0.007232579868286848,0.0056976694613695145
mlp_2x100_bn_l2,5,5,86,0.0071495333686470985,0.005243267863988876
mlp_2x100_bn_l2,5,5,87,0.00743276858702302,0.005304254591464996
mlp_2x100_bn_l2,5,5,88,0.007397809997200966,0.0051171849481761456
mlp_2x100_bn_l2,5,5,89,0.006978877354413271,0.005114307161420584
mlp_2x100_bn_l2,5,5,90,0.007072261534631252,0.005432003177702427
mlp_2x100_bn_l2,5,5,91,0.00755732087418437,0.005221480503678322
mlp_2x100_bn_l2,5,5,92,0.007104517892003059,0.005036189220845699
mlp_2x100_bn_l2,5,5,93,0.00768657959997654,0.005354863591492176
mlp_2x100_bn_l2,5,5,94,0.007344362325966358,0.005456908140331507
mlp_2x100_bn_l2,5,5,95,0.007300423923879862,0.005124789196997881
mlp_2x100_bn_l2,5,5,96,0.007690500468015671,0.00517619401216507
mlp_2x100_bn_l2,5,5,97,0.007720143534243107,0.005336337722837925
mlp_2x100_bn_l2,5,5,98,0.0072933766059577465,0.005157639738172293
mlp_2x100_bn_l2,5,5,99,0.007336391601711512,0.005394644103944302
mlp_2x100_bn_l2,5,5,100,0.007353281602263451,0.005042791832238436
mlp_2x100_bn_l2,5,5,101,0.007051190827041864,0.0062261056154966354
mlp_2x100_bn_l2,5,5,102,0.00799150113016367,0.00526603264734149
mlp_2x100_bn_l2,5,5,103,0.00780996261164546,0.00574989290907979
mlp_2x100_bn_l2,5,5,104,0.008733631111681461,0.0066979811526834965
mlp_2x100_bn_l2,5,5,105,0.008231502026319504,0.005392712540924549
mlp_2x100_bn_l2,5,5,106,0.007059140596538782,0.0050051212310791016
mlp_2x100_bn_l2,5,5,107,0.0071313944645226,0.0055896514095366
mlp_2x100_bn_l2,5,5,108,0.006948939058929682,0.00506637105718255
mlp_2x100_bn_l2,5,5,109,0.006718029733747244,0.004836517386138439
mlp_2x100_bn_l2,5,5,110,0.007282767444849014,0.0055281319655478
mlp_2x100_bn_l2,5,5,111,0.007505081593990326,0.005623216740787029
mlp_2x100_bn_l2,5,5,112,0.00701933866366744,0.005127792712301016
mlp_2x100_bn_l2,5,5,113,0.007823646999895573,0.00513818534091115
mlp_2x100_bn_l2,5,5,114,0.007700071670114994,0.005071043502539396
mlp_2x100_bn_l2,5,5,115,0.007743254769593477,0.005273427814245224
mlp_2x100_bn_l2,5,5,116,0.007580949459224939,0.00547826150432229
mlp_2x100_bn_l2,5,5,117,0.007744046859443188,0.0073372977785766125
mlp_2x100_bn_l2,5,5,118,0.007452342659235001,0.0048362379893660545
mlp_2x100_bn_l2,5,5,119,0.006965169217437506,0.0051316372118890285
mlp_2x100_bn_l2,5,5,120,0.006793060805648565,0.004891661461442709
mlp_2x100_bn_l2,5,5,121,0.007699054665863514,0.004959336947649717
mlp_2x100_bn_l2,5,5,122,0.006920182146131992,0.004670310765504837
mlp_2x100_bn_l2,5,5,123,0.006830865982919931,0.004872215446084738
mlp_2x100_bn_l2,5,5,124,0.006727726198732853,0.0048460401594638824
mlp_2x100_bn_l2,5,5,125,0.00670441472902894,0.004786609206348658
mlp_2x100_bn_l2,5,5,126,0.006554579362273216,0.004797054920345545
mlp_2x100_bn_l2,5,5,127,0.006510360166430473,0.00471340911462903
mlp_2x100_bn_l2,5,5,128,0.006704898085445166,0.004706829320639372
mlp_2x100_bn_l2,5,5,129,0.0066422573290765285,0.004700824152678251
mlp_2x100_bn_l2,5,5,130,0.006792069412767887,0.004839345812797546
mlp_2x100_bn_l2,5,5,131,0.006500006653368473,0.004725302569568157
mlp_2x100_bn_l2,5,5,132,0.006579398177564144,0.004835173487663269
mlp_2x100_bn_l2,5,5,133,0.006565341725945473,0.004697006661444902
mlp_2x100_bn_l2,5,5,134,0.00664186105132103,0.004668863955885172
mlp_2x100_bn_l2,5,5,135,0.0066049774177372456,0.004621511325240135
mlp_2x100_bn_l2,5,5,136,0.006612550001591444,0.004760732874274254
mlp_2x100_bn_l2,5,5,137,0.006495571695268154,0.004552339669317007
mlp_2x100_bn_l2,5,5,138,0.006289000157266855,0.004502145107835531
mlp_2x100_bn_l2,5,5,139,0.0065214913338422775,0.00482952268794179
mlp_2x100_bn_l2,5,5,140,0.00690120505169034,0.00543942442163825
mlp_2x100_bn_l2,5,5,141,0.007346530444920063,0.004921522922813892
mlp_2x100_bn_l2,5,5,142,0.0065997010096907616,0.0063690259121358395
mlp_2x100_bn_l2,5,5,143,0.006691624876111746,0.005093983840197325
mlp_2x100_bn_l2,5,5,144,0.006504186894744635,0.006570758298039436
mlp_2x100_bn_l2,5,5,145,0.0068992264568805695,0.0054308464750647545
mlp_2x100_bn_l2,5,5,146,0.00656057707965374,0.004983184393495321
mlp_2x100_bn_l2,5,5,147,0.00627896748483181,0.004603358916938305
mlp_2x100_bn_l2,5,5,148,0.006365107372403145,0.00457056425511837
mlp_2x100_bn_l2,5,5,149,0.006245813798159361,0.004410440102219582
mlp_2x100_bn_l2,5,5,150,0.006147080101072788,0.004490006249397993
mlp_2x100_bn_l2,5,5,151,0.006071385927498341,0.004491796717047691
mlp_2x100_bn_l2,5,5,152,0.006285440176725388,0.004474103916436434
mlp_2x100_bn_l2,5,5,153,0.006070740055292845,0.004510991275310516
mlp_2x100_bn_l2,5,5,154,0.005981067195534706,0.004515114240348339
mlp_2x100_bn_l2,5,5,155,0.006015353836119175,0.004352537915110588
mlp_2x100_bn_l2,5,5,156,0.0059267859905958176,0.004366562236100435
mlp_2x100_bn_l2,5,5,157,0.0059564621187746525,0.004313962068408728
mlp_2x100_bn_l2,5,5,158,0.005876977927982807,0.004343862179666758
mlp_2x100_bn_l2,5,5,159,0.0058831931091845036,0.004324362147599459
mlp_2x100_bn_l2,5,5,160,0.005837796721607447,0.0043065487407147884
mlp_2x100_bn_l2,5,5,161,0.005903333891183138,0.004298193380236626
mlp_2x100_bn_l2,5,5,162,0.006032631732523441,0.00434690760448575
mlp_2x100_bn_l2,5,5,163,0.005972399841994047,0.004314878024160862
mlp_2x100_bn_l2,5,5,164,0.005966901313513517,0.004291236866265535
mlp_2x100_bn_l2,5,5,165,0.00584076764062047,0.0043013254180550575
mlp_2x100_bn_l2,5,5,166,0.00580602465197444,0.004265511408448219
