input_window,output_window,model,MAE_train,MAE_val,MAE_test,params,epochs_trained,filters,kernel_size,rnn_units,dense_units,spatial_dropout,dropout,learning_rate,batch_size,history_path,plot_path,LR_MAE_train,LR_MAE_test,delta_vs_lr,pct_delta_vs_lr
10,30,CNN_GRU,0.0022016704136876802,0.001702837065127023,0.0023190932386777515,35351,38,64,3,64,64,0.1,0.15,0.0003,128,data/mixtos/cnn_rnn_hybrid/history/hybrid_CNN_GRU_input10_output30_history.csv,data/mixtos/cnn_rnn_hybrid/plots/hybrid_CNN_GRU_input10_output30_loss_curve.png,0.0021813474166783,0.0023584127676739,-3.9319528996148434e-05,-1.6672030246397131
10,90,CNN_GRU,0.0012647034770073284,0.0009269096262917874,0.0012656627045105743,35351,33,64,3,64,64,0.1,0.15,0.0003,128,data/mixtos/cnn_rnn_hybrid/history/hybrid_CNN_GRU_input10_output90_history.csv,data/mixtos/cnn_rnn_hybrid/plots/hybrid_CNN_GRU_input10_output90_loss_curve.png,0.0012579262335722,0.0012823888141489,-1.6726109638325656e-05,-1.3042931639595199
30,1,CNN_GRU,0.011887075655868383,0.009027155177978531,0.01232610185655333,35351,12,64,3,64,64,0.1,0.15,0.0003,128,data/mixtos/cnn_rnn_hybrid/history/hybrid_CNN_GRU_input30_output1_history.csv,data/mixtos/cnn_rnn_hybrid/plots/hybrid_CNN_GRU_input30_output1_loss_curve.png,0.0116762911517956,0.0129242090379903,-0.0005981071814369684,-4.6278049177234095
30,5,CNN_GRU,0.00547366894507027,0.004141185470722008,0.005597538451621016,35351,23,64,3,64,64,0.1,0.15,0.0003,128,data/mixtos/cnn_rnn_hybrid/history/hybrid_CNN_GRU_input30_output5_history.csv,data/mixtos/cnn_rnn_hybrid/plots/hybrid_CNN_GRU_input30_output5_loss_curve.png,0.005337319584572,0.0058767446294091,-0.0002792061777880843,-4.75103472066572
