loss,mae,val_loss,val_mae,learning_rate
0.16852714121341705,0.16852714121341705,0.014221996068954468,0.014221996068954468,0.0005000000237487257
0.006487215869128704,0.006487215869128704,0.005058126989752054,0.005058126989752054,0.0005000000237487257
0.005759206134825945,0.005759206134825945,0.004282092209905386,0.004282092209905386,0.0005000000237487257
0.005608349107205868,0.005608349107205868,0.004194809589534998,0.004194809589534998,0.0005000000237487257
0.005582883954048157,0.005582883954048157,0.004176936578005552,0.004176936578005552,0.0005000000237487257
0.005521086975932121,0.005521086975932121,0.004161677323281765,0.004161677323281765,0.0005000000237487257
0.005505549255758524,0.005505549255758524,0.004157778341323137,0.004157778341323137,0.0005000000237487257
0.005504407454282045,0.005504407454282045,0.004158914089202881,0.004158914089202881,0.0005000000237487257
0.0055053639225661755,0.0055053639225661755,0.004160854034125805,0.004160854034125805,0.0005000000237487257
0.005498827900737524,0.005498827900737524,0.00415495689958334,0.00415495689958334,0.0005000000237487257
0.005500349681824446,0.005500349681824446,0.004156648181378841,0.004156648181378841,0.0005000000237487257
0.005488561000674963,0.005488561000674963,0.004156716633588076,0.004156716633588076,0.0002500000118743628
0.005480573046952486,0.005480573046952486,0.004156110808253288,0.004156110808253288,0.0002500000118743628
0.005487256217747927,0.005487256217747927,0.004156278911978006,0.004156278911978006,0.0002500000118743628
0.005483089480549097,0.005483089480549097,0.004154553636908531,0.004154553636908531,0.0002500000118743628
0.005487354472279549,0.005487354472279549,0.004155257251113653,0.004155257251113653,0.0002500000118743628
0.0054818857461214066,0.0054818857461214066,0.004155145492404699,0.004155145492404699,0.0002500000118743628
0.0054832445457577705,0.0054832445457577705,0.004152924288064241,0.004152924288064241,0.0001250000059371814
0.0054821171797811985,0.0054821171797811985,0.004152577370405197,0.004152577370405197,0.0001250000059371814
0.005479684565216303,0.005479684565216303,0.004153192043304443,0.004153192043304443,0.0001250000059371814
0.0054781753569841385,0.0054781753569841385,0.0041539957746863365,0.0041539957746863365,0.0001250000059371814
0.005477108061313629,0.005477108061313629,0.004152598790824413,0.004152598790824413,0.0001250000059371814
0.005478882230818272,0.005478882230818272,0.004152653273195028,0.004152653273195028,0.0001250000059371814
0.005477793514728546,0.005477793514728546,0.004153355490416288,0.004153355490416288,6.25000029685907e-05
0.00547739677131176,0.00547739677131176,0.004153750371187925,0.004153750371187925,6.25000029685907e-05
0.005477527156472206,0.005477527156472206,0.004153741057962179,0.004153741057962179,6.25000029685907e-05
0.005476955324411392,0.005476955324411392,0.004154137801378965,0.004154137801378965,6.25000029685907e-05
0.005477334838360548,0.005477334838360548,0.004153725691139698,0.004153725691139698,6.25000029685907e-05
0.005483759567141533,0.005483759567141533,0.004154312890022993,0.004154312890022993,6.25000029685907e-05
0.005477254278957844,0.005477254278957844,0.004154014866799116,0.004154014866799116,3.125000148429535e-05
0.005474567413330078,0.005474567413330078,0.004154290072619915,0.004154290072619915,3.125000148429535e-05
0.005476407706737518,0.005476407706737518,0.004154321271926165,0.004154321271926165,3.125000148429535e-05
0.005477303639054298,0.005477303639054298,0.004154211841523647,0.004154211841523647,3.125000148429535e-05
